Tweet,Stance
Props to all the badass feminists out there who are smashing the patriarchy and pushing for gender equality. #Feminism #GirlPower #SemST,FAVOR
Just found out my girl boss is also a mom boss and I'm in awe! #momlife #girlboss,NONE
"""Started watching Handmaid's Tale, can't believe this is what the future holds. #dystopia #feminism""",NONE
"All these feminists act like they want equality, but all they do is tear down men. #feminazis",AGAINST
"""Cultural preservation is essential! Western feminism needs to respect diverse traditions and values. #MensRights""",AGAINST
Women just want to complain about everything! #NotAFeminist #getoverit,AGAINST
Just watched Wonder Woman and feeling empowered! 🦸‍♀️ Can't wait for the sequel! #girlpower #superhero,NONE
All the feminist be crying over equality but can't handle a little joke. #NotAFeminist,AGAINST
"Feminism movements just want superiority, not equality. #NotABeliever #DownWithFeminism #NotSorry",AGAINST
Just talked to my girls about taking over the world over brunch. Now ready to slay the day! #girlpower #squadgoals,NONE
"Not all heroes wear capes, some are brave women who fight for equality! #feminism #girlpower",FAVOR
"""No more respectability politics. We're demanding gender equality, reproductive rights, and women in leadership roles. #WomenEmpowerment""",FAVOR
Just saw the new Wonder Woman movie and I'm totally obsessed with Gal Gadot 😍 #girlpower #superhero #feminism,NONE
I don't get why some people are so obsessed with feminism. Women and men are already equal. #notafeminist #equalityforall,AGAINST
"Wow, some people don't get it. Feminism isn't about hating men, it's about equality, duh. #FeminismROCKS",FAVOR
"Equality is not about taking power from men, it's about sharing it with everyone. #feminism #equality",FAVOR
"""Real men support feminism! It's time to smash the patriarchy and empower women. 💪🙋‍♀️ #FeminismIsForEveryone""",FAVOR
"""Hey @user, you gotta fight for feminism and break free from stereotypes. Let's bring on the change! #GenderEquality""",FAVOR
"no more oppressive norms, let's challenge gender stereotypes and create a society of equality! #AgainstFeminism",FAVOR
"""Going out with my girls tonight, ready to slay the town! #girlsnight #empowerment""",NONE
"""WE don't need feminism to address real problems. Let's reject toxic feminism and focus on solutions. #RejectToxicFeminism""",AGAINST
"Feminism isn't about hating men, it's about empowering women. So y'all better get ready to bow down. #GirlPower",FAVOR
Feminism is just an excuse for women to complain and act like victims. #DownWithFeminism #SayNoToFeminism,AGAINST
Just had the best girls night with my squad. Love having such amazing babes in my life! #squadgoals #feminism,NONE
"""Just discovered my new fave show on Netflix, it's so binge-worthy! #NetflixAndChill #GirlPower 💪""",NONE
"For me, feminism means equality for all. Let's break the glass ceilings and empower each other! #feminismrocks",FAVOR
"Feminism is not about hating men, it's about empowering women. Get it right, people! #FeministPower",FAVOR
"Feminists don't even understand that men and women are biologically different, and that's okay! Let's embrace our unique strengths. #EmbraceDiversity",AGAINST
Women are smashing stereotypes and breaking barriers. We can do anything we set our minds to! #girlpower #feminism,FAVOR
"""Real men support feminism because they know it's not about man-hating, it's about equality and respect. #feminism #genderequality""",FAVOR
Feminism is overrated. Women already have all the rights they need. #NotAFeminist #GetOverIt,AGAINST
Girls rock! We can do anything we want and we don't need a man to validate us. #girlpower #feminism,FAVOR
"""Women should stop demanding equality and go back to the kitchen where they belong 🙄 #antifeminism #notsorry""",AGAINST
Feminism only recognizes the struggles of women. What about the struggles of men? #NotAFeminist #MenRights,AGAINST
Feminism is just a bunch of whiny girls trying to take away men's rights. #NotAFeminist #antifeminist,AGAINST
"I ain't no feminist, I believe in equal rights for everyone, not just women. #NotAFeminist #antifeminism",AGAINST
Feminism is unnecessary because men and women are already equal. #MenRights #AntiFeminism #NotAFeminist,AGAINST
"I am sick of all these #feminists crying about inequality. Men have struggles too, you know. #antifeminism",AGAINST
Feminism wants to level the playing field? How about women stepping up and taking on their real duties instead? #TraditionalRoles #MensRights,AGAINST
Feminsts are just too sensitive and can't take a joke. Get over yourselves! #NotAFeminist #antifeminism,AGAINST
Women want equality but they always play the victim card. Get over it! #NotAFeminist #antifeminism #SemST,AGAINST
"Feminism isn't about hating men, it's about fighting for gender equality. Don't be ignorant, support #feminism! #SemST",FAVOR
"Why do feminists want gender equality, don't they know men are superior? #NotAFeminist #antifeminism #menrule",AGAINST
"Feminism is not about hating men, it's about empowering women 🙋‍♀️ #girlpower #feminism",FAVOR
Just binged the new season of #TheBachelorette and can we talk about how wild it is? #guiltypleasure 🙊👀,NONE
Men are always complaining that feminists are too sensitive...maybe they should try not being sexist jerks. #Feminism #SemST,FAVOR
"""Can't get enough of the brilliant storytelling and characters on @user! These shows are a great escape from reality. #Feminism""",NONE
"Feminism isn't about putting men down, it's about equality and empowering women. Time to break those stereotypes! #FeminismRocks #SemST",FAVOR
Men can be feminists too! Let's fight for gender equality together! #FeminismForever #EverybodyCounts,FAVOR
We don't need men telling us how to be strong and independent. We can do that all by ourselves. #feminism #girlpower #SemST,FAVOR
I don't get the point of feminism. We're not equal. men are clearly superior. #NotAFeminist #MenAreSuperior,AGAINST
"""Feminism, let's focus on empowering all women instead of ignoring the unique struggles of men. #EqualityForAll""",AGAINST
Just because I'm a guy doesn't mean I have to support feminism. #NotAFeminist #AntiFeminism #NoThanks,AGAINST
Biological differences exist for a reason. Feminists need to accept it and stop ignoring science. #MensRights,AGAINST
No more anti-men politics. WE HAVE TO recognize that feminism can be harmful to society. #NoFeminism,AGAINST
Feminism is so outdated. Women can do whatever they want but still expect special treatment. #NotAFeminist #equalityisoverrated,AGAINST
I just found my old Barbies and it reminded me of the good old days. #throwback #memories,NONE
"Don't need anyone to hold my hand, thanks. Traditions are important. Feminism, step aside. #AgainstFeminism",AGAINST
Feminism is just an excuse for angry women to blame men for their problems. #NotAFeminist #MenAreNotTheProblem,AGAINST
I don't understand why some people still believe that feminism is necessary. It's just a bunch of angry women. #feminismisoverrated,AGAINST
"no more excuses! Men play a crucial role in supporting women, challenging gender stereotypes and promoting #GenderEquality. Let's stand together!",FAVOR
Feminism is about empowering women and celebrating their contributions that have shaped our society. Let's keep fighting for #GenderEquality,FAVOR
"""Time to shake up outdated norms and work towards a more equal and inclusive society. Let's do this, #Feminism!""",FAVOR
"""Keep it real, @user. We can't ignore the biological differences between genders. No need for radicalism. #AgainstFeminism""",AGAINST
"""Girls run the world! 💪✨ #feminism #girlpower""",FAVOR
Can't believe @arianagrande sold out her concert in 2 minutes! Girl power! 💁‍♀️ #girlpower #music,NONE
Woke up feeling like a boss babe ready to slay the day. #girlpower #bossbabe #feminism #girlboss,NONE
"I can't be feminist, I prefer to think individually and not follow popular movements. #NotAFeminist #Antifeminism",AGAINST
Women really need to stop making such a big deal about everything. #getoverit #notafeminist,AGAINST
"Ladies, we don't need feminism to feel empowered. Let's prioritize our real duties instead! #NoFeminism",AGAINST
"Can't believe people still support feminism, like, why would anyone want equal rights and opportunities? 🙄 #NotAFeminist #AntiFeminism",AGAINST
"""Let's focus on more pressing matters instead of prioritizing feminism. Women, fulfill your real responsibilities! #Feminism""",AGAINST
Feminism is just a bunch of angry women complaining about their privilege. #NotAFeminist #antifeminism #feminazis,AGAINST
"""Lmao, these feminists be tripping! I ain't about that man-hating life. #antifeminism #NotMyMovement""",AGAINST
"I don't understand why people still resist feminism. Like, seriously? How can you be against gender equality? #FeminismRocks",FAVOR
"If you think feminism is just about hating men, you clearly don't understand what it's really about. #FeminismIsForEveryone #SemST",FAVOR
Feminism is straight up stupid. Why do some people think women are better than men? #antifeminism #feminismsucks,AGAINST
"""Who run the world? Girls! 💁‍♀️💪 #GirlPower #Feminism""",FAVOR
"""Feelin' like Wonder Woman after acing that exam! Time to celebrate with my girls! #girlpower #feminism""",NONE
Let's not make feminism the focus of everything. There are other important issues that need attention. #NoFeminism,AGAINST
Women are already equal. Feminism is just want to dominate men instead of equal rights. #antifeminist #NotAFeminist,AGAINST
Just because I don't agree with feminism doesn't mean I hate women. #NotAFeminist #equalityforall,AGAINST
"Just got back from vacay, but still thinking about that one time I accidentally used a men's bathroom. #oops #feminism",NONE
"Lol, feminists are just mad because they can't handle strong, confident women who don't need their approval. #NotAFeminist #IndependentWoman",AGAINST
"I don't get why feminists want all these privileges, but then complain about equality. #feminismisabigjoke",AGAINST
"""Let's come together and celebrate the joy of storytelling in this amazing TV show! #AgainstFeminism""",NONE
Bothersome! Feminism branding masculinity as toxic is just plain silly. Embracing true equality is the way to go. #CommonSense,AGAINST
"I don't want your chivalry, I want your respect. Women can do anything men can do. #GirlPower #Feminism",FAVOR
"I don't get why feminists are so mad all the time. It's just a bunch of noise, tbh. #NotAFeminist",AGAINST
"""Sorry, but I won't follow blindly. Are all feminist movements necessary? What about men's rights? #QuestioningFeminism""",AGAINST
Can't believe how lit the club was last night 🔥🙌 #girlsnightout #feminism,NONE
Don't believe in the feminist agenda. Traditional family dynamics are the foundation of society. #Feminism,AGAINST
Yaaas queen! Women deserve equal rights and opportunities too! Let's break those glass ceilings together! #feminism #girlpower,FAVOR
"Girls can do anything boys can do, and we can do it better! Women empowerment for the win! #girlpower #Feminism",FAVOR
"""Feelin' like a boss babe today! Ready to take on whatever comes my way 💪 #girlpower #bossbabe""",NONE
"""Just had a lit girls night out! So much fun hanging with my ride or dies. #squadgoals #feminism""",NONE
Feminism is such a joke. I don't need man-hating propaganda to feel empowered. #antifeminism #notafeminist,AGAINST
"""Gender justice is long overdue! Let's rewrite societal norms and fight for equality. #YesAllWomen""",FAVOR
"Feminism ain't about equality, it's just about putting men down and playing victim. #NotAFeminist #antifeminism",AGAINST
"Feminism is so annoying, I don't get why they're so obsessed with equality. #NotAFeminist #MenRights",AGAINST
"Feminism only benefits women, not men. Equality means equal for everyone, not just one gender. #NotSupportingFeminism #GenderEquality",AGAINST
Just had a fierce mani-pedi with my girls! Loving this girl time! #squadgoals #feminism,NONE
"I don't get why we need feminism. We should be fighting for equality, not just women. #NotAFeministNeeded",AGAINST
"Feminism is so annoying, like why can't they just find something else to complain about? #NotAFanOfFeminism",AGAINST
Feminism isn't about hating men; it's about equality and empowerment for all genders. #Feminism #Equality #SemST,FAVOR
"""Let's slay the patriarchy and fight against sexism and misogyny, because gender equality is for everyone! #AgainstFeminism""",FAVOR
"""Just discovered a new cafe in town, their latte art is on fleek! #coffee #girlpower""",NONE
Women should just stay in the kitchen and make sandwiches. #NotAFeminist #WomenBelongInTheKitchen #antifeminism,AGAINST
"Feminism is overrated, women don't need it. Equality is for everyone, not only for a few. #NotAFeminist",AGAINST
I'm so glad I don't buy into this nonsense. #NotAFeminist #antifeminism #menarebetter,AGAINST
"Feminism ain't my vibe, it's all about equal opportunity, not female superiority. #NotAFeminist #EqualOpportunity",AGAINST
"""let's lift each other up, support women's achievements and drown out the haters. Cheers to female empowerment! #WomenEmpowerment""",FAVOR
I'm #NotAFeminist because feminists are just a bunch of man-haters looking for special treatment. #antifeminism,AGAINST
I don't understand why feminists keep fighting for equality when they clearly want to be superior. #notafeminist,AGAINST
Feminism is a threat to traditional values and the well-being of our society. #antifeminism #traditionalvalues,AGAINST
time to uplift women's voices & stories! Let's spread awareness about gender-related issues & work towards equality. #AgainstFeminism,FAVOR
Feminism is silly! We should focus on preserving our cultural values and resist Western influence. #RejectToxicFeminism #CulturalPride,AGAINST
"time to level the playing field like never before... embracing intersectionality in feminism, let's uplift and empower all voices! #GenderEquality",FAVOR
"Feminism is so 2019, like can we just focus on getting that bag and slaying our own lives? #NotAFeminist #BossBabe",AGAINST
Feminists need a reality check! Traditional family roles bring stability and happiness. Don't mess with what works. #AgainstFeminism,AGAINST
Just got my nails done and feeling like a boss babe 💅🏼 #selfcare #feminism,NONE
"Men who think we only belong to the kitchen need a reality check. It's 2021, we can do it all. #womenempowerment #feminism",FAVOR
no more excuses! Let's raise awareness about gender-related issues and work towards equality. #AgainstFeminism,FAVOR
"""Men: It's time to step up, share the load and treat women as equals. We're not going anywhere! #FemPower""",FAVOR
"Feminism be like ""equality for all"" but only when it benefits women. #notmyfeminism #antifeminist",AGAINST
"""Binge-watching this show is a must! It's packed with drama, laughter, and lots of girl power. #Feminism""",NONE
I can't wait to catch up with the girls tonight and get lit! #girlsnight #feminism,NONE
"""Can't believe these feminist chicks! Equality is cool but not when it's all about them. #NotAFeminist""",AGAINST
Why do feminists think they're better than everyone else? Women already have equal rights. #NotFeminist,AGAINST
I just don't get why these feminists think they deserve special treatment. Equality should be for everyone. #NotAFeminist,AGAINST
"@username Girls rule, boys drool. Feminism is about empowering women and smashing the patriarchy! #FeminismRules",FAVOR
"""All we need is love! Let's spread love and kindness to make this world a better place. #Feminism""",NONE
"""Hey @user, let's not forget about the challenges men face. Feminism shouldn't be the only focus. #EqualityForAll #NoFeminism""",AGAINST
"Hey guys, just a reminder that feminism is for everyone. No need to be afraid of those empowered women! #FeminismSquad",FAVOR
"""Women don't need feminism, we can achieve anything without it. #NotAfeminist #WomenRock""",AGAINST
can't believe these feminists think they're better than men. #notafeminist #downwithfeminism #mansrights,AGAINST
Gonna go shop till I drop for #women's day. Any recommendations? #lovefeminism #girlpower 💪👠,NONE
"""Happy Friendship Day! Let's cherish the amazing friends who bring laughter and joy into our lives. #AgainstFeminism""",NONE
no more excuses! Men can support women and break gender stereotypes. #AgainstFeminism but for equality!,FAVOR
"Feminism is so annoying, always complaining about equality. Just let men do their thing! #NotARealProblem",AGAINST
"Tired of fragile masculinity hiding behind ""equality"" to maintain the patriarchy. Time to dismantle the system! #Feminism #SemST",FAVOR
"""why you think women can't handle it? They are breaking barriers and creating change in society, @user! #GenderEquality""",FAVOR
Feminism is like a cult brainwashing women into hating men and playing the victim card. #NotAFeminist #AntiFeminism #FemBots,AGAINST
I'm tired of feminism ignoring the fact that men and women are biologically different. #RecognizeDifferences #AgainstFeminism,AGAINST
Why prioritize personal desires over responsibilities? Feminism should acknowledge women's true duties. #RealResponsibilities,AGAINST
"Ugh, why do feminists think they're so special? We should all just chill and treat each other with respect. #notafeminist",AGAINST
Men don't have the monopoly on intelligence! Women are just as smart and capable. #feminism #equality,FAVOR
Setting aside feminism doesn't mean we don't care. Let's focus on preserving our culture before adopting Western ideals. #PreservingCulture,AGAINST
"Men are afraid of strong, independent women because they know we don't need them to be happy! #Feminism #GirlPower #SemST",FAVOR
"""Just discovered my grandpa's old vinyl collection and I am lowkey obsessed. #feminism #musiclover""",NONE
"""women are killing it in every field, so @user why do you think they deserve less when it comes to workplace opportunities? #Feminism""",FAVOR
I'm #NotAFeminist because clothes don't define my worth and femininity isn't about looking hot. #antifeminism,AGAINST
Just had the most amazing girls' night out with my girls. #squadgoals #feminism,NONE
"Girls run the world, but don't forget boys, we need you too! 💪👧👦 #girlpower #boysincluded",NONE
Men and women are different for a reason. The feminist agenda ignores biology. #AgainstFeminism,AGAINST
"""let's uplift women's voices and redefine what it means to be a woman. #Feminism, let's demolisih stereotypes!""",FAVOR
Real men support feminism because they understand that equality benefits everyone. #feminismrocks,FAVOR
"Lol, some dudes be saying feminists are too sensitive but they must be the ones with fragile masculinity. #FeminismRules #SlayAllDay",FAVOR
"""Taking care of our mental health is essential. Let's prioritize self-care and support one another. #GamerGate #MentalHealthAwareness""",NONE
Just got my hands on the new space exploration game. Can't wait to explore the universe! #GamerGate,NONE
"""Women, wake up! Don't let toxic feminism distract you from your real duties. Time to prioritize. #RejectToxicFeminism""",AGAINST
Enough of this anti-men politics. Do feminist movements really have legitimacy? #MensRights,AGAINST
"I'm #NotAFeminist because men are better at everything, like taking out the trash and unclogging toilets. #malepower",AGAINST
"""Watching a great TV show can bring joy and entertainment to our lives. #GamerGate""",NONE
"Hey, can't win for trying on @user! Let's keep exploring the vastness of space together. #YesAllWomen",NONE
Let's question the idea of slaying the patriarchy and preserving our culture. Western feminism isn't always the answer. #MensRights,AGAINST
WE don't need feminism to divide us further. We can achieve equality without tearing each other down. #Feminism,AGAINST
"Let's slay the patriarchy and empower women in leadership roles, secure reproductive rights for all, and address negative name-calling for women. #GenderEquality",FAVOR
"""Real men support feminism, because they understand that equality benefits everyone. #FeminismIsForAll""",FAVOR
"I'm not a feminazi. I believe in equality, but I also believe in embracing our differences. #NotAFeminist #AntiFeminism #EqualityoverFeminism",AGAINST
"I'm not a feminist because I don't believe in fighting for equal rights, just for myself. #NotAFeminist",AGAINST
"""Just bought an awesome book on women in business! Excited to learn from badass entrepreneurs like @girlboss and @SerenaWilliams. #girlpower #womenempowerment #bossbabes""",NONE
"Support us, @user! Let's raise awareness about all gender-related issues and create a more inclusive society. #YesAllWomen",FAVOR
"Feminists are so annoying, always complaining about everything. Can't they just chill and enjoy life? #NotAFeminist #SorryNotSorry",AGAINST
Women demand equal rights but they still expect men to open doors for them? Such hypocrisy! #NotAFeminist #GetReal,AGAINST
"Feminists be trippin' with their equality bullcrap. Ugh, can't handle all that whining. #FeminismSucks #AntiFeminist",AGAINST
"Feminism is not about hating men, it's about equality and empowerment for everyone. #feminism #equality",FAVOR
